STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN017,UNFPA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,322.46,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,PRT,Portugal,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,153.83,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,PRT,Portugal,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,211.23,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,PRT,Portugal,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,156.22,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN017,UNFPA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,442.02,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1614,Charity Projects Ltd (Comic Relief),DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,27.08,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1614,Charity Projects Ltd (Comic Relief),DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,35.7,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1614,Charity Projects Ltd (Comic Relief),DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,16.76,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,4EU001,EU Institutions,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,26343.48,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,4EU001,EU Institutions,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,20490.35,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,4EU001,EU Institutions,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,32857.64,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,4EU001,EU Institutions,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,23530.9,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1642,Howard G. Buffett Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,237.85,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ROU,Romania,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,77.4,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ROU,Romania,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,68.37,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ROU,Romania,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,103.02,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ROU,Romania,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,83.46,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN004,IFAD,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,584.76,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN004,IFAD,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,1015.32,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN004,IFAD,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2023,,286.72,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN004,IFAD,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,761.63,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN004,IFAD,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,642.65,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1615,Children's Investment Fund Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,462.14,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1615,Children's Investment Fund Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,289.56,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1615,Children's Investment Fund Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,416.36,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1615,Children's Investment Fund Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,510.97,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5RDB004,Caribbean Development Bank [CarDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,268.67,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5RDB004,Caribbean Development Bank [CarDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,7.94,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5RDB004,Caribbean Development Bank [CarDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,23.18,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5RDB004,Caribbean Development Bank [CarDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,51.01,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN022,UNRWA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,796.19,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN022,UNRWA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,810.38,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN022,UNRWA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,851.48,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN022,UNRWA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,705.5,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5WB0,World Bank,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,34334.69,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5WB0,World Bank,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,19407.93,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5WB0,World Bank,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,39151.1,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5WB0,World Bank,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,30582.11,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN002,COVID-19 Response and Recovery Multi-Partner Trust Fund [UN COVID-19 MPTF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,0.58,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN002,COVID-19 Response and Recovery Multi-Partner Trust Fund [UN COVID-19 MPTF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,21.57,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1648,Leona M. and Harry B. Helmsley Charitable Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,73.11,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1648,Leona M. and Harry B. Helmsley Charitable Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,63.6,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1648,Leona M. and Harry B. Helmsley Charitable Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,67.53,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1648,Leona M. and Harry B. Helmsley Charitable Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,69.67,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1650,Good Ventures Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,211.46,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1650,Good Ventures Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,104.57,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1650,Good Ventures Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,113.98,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN027,World Tourism Organisation [UNWTO],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,14.39,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN027,World Tourism Organisation [UNWTO],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,13.83,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN027,World Tourism Organisation [UNWTO],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,13.62,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN027,World Tourism Organisation [UNWTO],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,14.98,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,CYP,Cyprus,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,2.72,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,CYP,Cyprus,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,6.77,,2022,,6,Millions
