STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN020,United Nations Conference on Trade and Development [UNCTAD],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,4.79,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH006,Climate Investment Funds [CIF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,586.88,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH006,Climate Investment Funds [CIF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,135.47,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH006,Climate Investment Funds [CIF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,26.19,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN030,UN Development Coordination Office,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,184.89,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN030,UN Development Coordination Office,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,148.26,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN030,UN Development Coordination Office,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2023,,185.16,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN030,UN Development Coordination Office,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,211.11,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN030,UN Development Coordination Office,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,188.05,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5ASDB01,Asian Development Bank [AsDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,4999.39,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5ASDB01,Asian Development Bank [AsDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,4324.26,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5ASDB01,Asian Development Bank [AsDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,3126.74,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH013,Global Green Growth Institute [GGGI],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,9.82,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH013,Global Green Growth Institute [GGGI],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2023,,2.55,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH013,Global Green Growth Institute [GGGI],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,2.72,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH013,Global Green Growth Institute [GGGI],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,3.66,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,5ASDB01,Asian Development Bank [AsDB],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,5932.53,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH013,Global Green Growth Institute [GGGI],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,6.31,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1629,UBS Optimus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,114.97,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1629,UBS Optimus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,95.77,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1629,UBS Optimus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,110.99,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1629,UBS Optimus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,76.64,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1619,John D. and Catherine T. MacArthur Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,68.18,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1619,John D. and Catherine T. MacArthur Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,101.69,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1619,John D. and Catherine T. MacArthur Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,44.97,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1619,John D. and Catherine T. MacArthur Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,148.68,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH004,Asian Forest Cooperation Organisation [AFoCO],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,4.42,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH002,Arab Bank for Economic Development in Africa [BADEA],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,318.96,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH002,Arab Bank for Economic Development in Africa [BADEA],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,260.09,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH002,Arab Bank for Economic Development in Africa [BADEA],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,9.6,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN024,WFP,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,333.02,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN024,WFP,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,327.22,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN024,WFP,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,366.51,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN024,WFP,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,333.4,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1633,LEGO Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,85.88,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1633,LEGO Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,200.89,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1633,LEGO Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,258.44,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1633,LEGO Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,316.8,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1644,Fondation Botnar,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,62.28,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1644,Fondation Botnar,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,43.05,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1644,Fondation Botnar,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,60.41,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1644,Fondation Botnar,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,68.81,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PLG0_NL,Dutch Postcode Lottery,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,222.76,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PLG0_NL,Dutch Postcode Lottery,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,247.6,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PLG0_NL,Dutch Postcode Lottery,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,190.9,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PLG0_NL,Dutch Postcode Lottery,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,196.64,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1628,Wellcome Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,536.71,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1628,Wellcome Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,348.54,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1628,Wellcome Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,396.43,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1628,Wellcome Trust,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,480.44,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1625,Arcus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,15.79,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1625,Arcus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,22.12,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1625,Arcus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,21.57,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1625,Arcus Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,22.86,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,FRA,France,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,15898.42,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,FRA,France,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,13886.79,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,FRA,France,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,14084.51,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,FRA,France,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,15435.48,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,250778.8,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,213421.41,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,293560.1,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,ALLD,Official donors,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,238315.2,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,MLT,Malta,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,40.18,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,GRC,Greece,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,81.89,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,GRC,Greece,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,175.67,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,GRC,Greece,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,97.82,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,GRC,Greece,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,69.12,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,KWT,Kuwait,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,269.79,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,KWT,Kuwait,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,60.38,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,KWT,Kuwait,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,119.48,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,KWT,Kuwait,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,479.57,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,LIE,Liechtenstein,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,30.12,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,LIE,Liechtenstein,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,24.39,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH0,Other multilateral organisations,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,9438.18,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH0,Other multilateral organisations,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,9115.87,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH0,Other multilateral organisations,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,8183.8,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH0,Other multilateral organisations,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,9494.29,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH021,OSCE,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,72.82,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH021,OSCE,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,117.96,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH021,OSCE,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,102.47,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9OTH021,OSCE,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,112.36,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN011,UN Peacebuilding Fund [UNPBF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,183.91,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN011,UN Peacebuilding Fund [UNPBF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,190.15,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN011,UN Peacebuilding Fund [UNPBF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,184.8,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN011,UN Peacebuilding Fund [UNPBF],DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,155.65,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1618,David and Lucile Packard Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,162.49,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1618,David and Lucile Packard Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,135.9,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1618,David and Lucile Packard Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,107.11,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,9PRIV1618,David and Lucile Packard Foundation,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2021,,217.21,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,PRT,Portugal,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2020,,140.62,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN017,UNFPA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2019,,442.25,,2022,,6,Millions
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC3A(1.1),DAC3A: Aid (ODA) commitments to countries and regions,I,1UN017,UNFPA,DPGC,Developing countries,305,"Official development assistance (ODA), commitments",USD,US dollar,Q,Constant prices,2022,,581.64,,2022,,6,Millions
